ID,Country,TweakCategory,Crops_baseline_2050,Crops_target_2050,Crops_relchange_pct,TreeCrops_baseline_2050,TreeCrops_target_2050,TreeCrops_relchange_pct,Forest_baseline_2050,Forest_target_2050,Forest_relchange_pct,Grassland_baseline_2050,Grassland_target_2050,Grassland_relchange_pct,Urban_baseline_2050,Urban_target_2050,Urban_relchange_pct,Water_baseline_2050,Water_target_2050,Water_relchange_pct,Other_baseline_2050,Other_target_2050,Other_relchange_pct
IMN,IMN,Small Island States,88.3869,89.25242849003955,0.9792497418051221,0.0,0.0,0.0,32.7934,30.59151752979452,-6.714407381380032,385.9132,389.69225401459187,0.979249741805113,14.0,13.463899965574015,-3.829285960185607,8.0,8.0,0.0,1.9066,0.0,-100.0
IND,IND,Highly agricultural economies,1645602.05,1744338.1730000002,6.000000000000008,162423.4693,165671.938686,2.000000000000007,762535.0061,739658.955917,-3.0000000000000058,285232.6329,319460.54884800006,12.000000000000012,34979.256,34979.256,0.0,44652.0,44652.0,0.0,221731.5852,108395.12704900041,-51.11425963458074
IRL,IRL,Highly agricultural economies,4881.7703,4779.25254209635,-2.100011913785659,0.0,0.0,0.0,8279.2221,7417.166722684235,-10.412275053181217,51568.1673,53342.88415107224,3.4414968458113893,1278.3845,1180.69648414718,-7.641520673382692,1069.0,1069.0,0.0,712.4557,0.0,-100.0
IRN,IRN,Very low-forest countries,175945.534,186502.26604000002,6.000000000000001,6059.5449,6180.735798,1.9999999999999973,72481.6583,70307.20855099999,-3.0000000000000098,304635.9158,341192.22569600004,12.000000000000007,11210.8377,11210.8377,0.0,7735.0,7735.0,0.0,1046315.509,1001255.725915,-4.306519658498152
IRQ,IRQ,Very low-forest countries,51637.3425,54735.58305,6.000000000000004,38.5192,39.289584,2.0,9147.739,8873.30683,-3.0000000000000004,43431.6946,48643.497952000005,12.000000000000005,5089.4317,5089.4317,0.0,8017.0,8017.0,0.0,321060.2729,313023.890784,-2.503075837882649
ISL,ISL,Very low-forest countries,1105.5595,1171.89307,6.000000000000001,0.0,0.0,0.0,616.6437,598.1443889999999,-3.0000000000000058,43467.9333,48684.085296000005,12.00000000000002,169.9033,169.9033,0.0,1722.0,1722.0,0.0,51849.9602,46585.973945,-10.152343868144383
ISR,ISR,No specific tweak,3238.0915,3432.37699,6.000000000000007,2267.7124,2313.066648,2.0000000000000044,1316.1987,1276.7127389999998,-3.0000000000000067,2451.1543,2745.2928160000006,12.000000000000018,1974.0793,1974.0793,0.0,399.0,399.0,0.0,10346.7638,9852.471507,-4.777264684441723
ITA,ITA,Highly agricultural economies,65137.1409,69045.369354,5.999999999999995,22352.134,22799.176679999997,1.9999999999999942,108192.8841,104947.097577,-3.000000000000002,69379.4623,77704.997776,12.000000000000007,20019.3762,20019.3762,0.0,3129.0,3129.0,0.0,9945.0026,509.9825130000172,-94.87197204955967
JAM,JAM,High-forest countries,1059.1401,1102.4528794167202,4.089428718327264,347.1021,347.66275926273903,0.16152574782434986,6505.8476,6324.698683135617,-2.784401480052852,2163.2222,2379.139533466599,9.981283174081646,521.4448,512.0461447183246,-1.8024257374271178,72.0,72.0,0.0,69.2432,0.0,-100.0
JEY,JEY,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.69938650306749,0.9202453987730089,18.0,17.300613496932517,-3.8854805725971295,10.0,10.0,0.0,0.0,0.0,0.0
JOR,JOR,Very low-forest countries,3645.0116,3863.712296,6.00000000000001,85.8673,87.584646,2.000000000000007,978.753,949.39041,-3.0000000000000067,7528.2684,8431.660608,12.000000000000002,1511.5635,1511.5635,0.0,587.0,587.0,0.0,74708.5362,73614.08854,-1.4649566377128471
JPN,JPN,High-forest countries,38863.41,41195.21460000001,6.000000000000007,705.1711,719.274522,2.000000000000003,248856.265,246367.70235,-1.0000000000000029,20258.5876,22689.618112,12.000000000000007,45795.0,45795.0,0.0,3641.0,3641.0,0.0,3634.5663,1346.1904160000354,-62.961456611754876
KAZ,KAZ,Very low-forest countries,322277.322,341613.96132,6.000000000000005,37.1899,37.933698,1.9999999999999951,43863.0559,42547.164223,-2.999999999999999,1943163.597,2176343.2286400003,12.000000000000014,11259.1877,11259.1877,0.0,47737.0,47737.0,0.0,349787.6475,98586.5244189995,-71.81532134607484
KEN,KEN,Highly agricultural economies,68868.9135,67283.43361880131,-2.3021706029944613,6911.6831,6497.750613933639,-5.988881146277683,33960.5281,30361.63947292106,-10.597269325381733,462831.4268,477771.1402649863,3.227895211930388,1116.4815,1029.0360293576684,-7.832236417919298,12984.0,12984.0,0.0,9253.967,0.0,-100.0
KGZ,KGZ,Highly agricultural economies,13829.6886,14659.469916,6.0000000000000036,192.4814,196.331028,1.9999999999999976,15425.4706,14962.706482,-3.000000000000006,90816.6365,101714.63288,12.000000000000014,2148.7382,2148.7382,0.0,7191.0,7191.0,0.0,69499.9848,58231.121594,-16.214195209435513
KHM,KHM,Highly agricultural economies,51256.9995,54332.41947,6.000000000000005,4832.4369,4929.085638,1.9999999999999973,64592.7748,62654.991556,-2.9999999999999973,45338.3035,50778.89992,12.000000000000004,3169.4665,3169.4665,0.0,4045.0,4045.0,0.0,8319.0189,1644.137015999986,-80.23640725230248
KIR,KIR,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,5.000000000000004,0.0,0.0,0.0,146.0,146.0,0.0,273.0,272.95,-0.01831501831502248
KNA,KNA,Small Island States,3.6284,3.8063365206813695,4.903994065741634,0.0,0.0,0.0,84.0,81.40549939501551,-3.0886911964101063,70.3408,73.79030865779521,4.903994065741656,36.0309,35.99795542650791,-0.09143422310321205,16.0,16.0,0.0,1.0,0.0,-100.0
KOR,KOR,High-forest countries,12736.6399,13500.838294000001,6.000000000000007,687.6456,701.398512,2.0000000000000058,62732.4021,62105.078079,-1.0000000000000004,2798.9272,3134.7984640000004,12.000000000000012,12044.9967,12044.9967,0.0,1054.0,1054.0,0.0,3524.3885,3037.8899510000065,-13.803771888371374
KWT,KWT,Very low-forest countries,146.1716,154.941896,6.000000000000001,126.9208,129.459216,1.9999999999999982,27.1468,26.332396,-2.9999999999999987,1443.0977,1616.2694240000003,12.000000000000018,691.3261,691.3261,0.0,39.0,39.0,0.0,14729.337,14545.670967999999,-1.246940252640027
LAO,LAO,High-forest countries,15407.8053,16321.73123778736,5.931577664648712,3728.6312,3800.7488797787255,1.9341596395676164,154774.2041,153127.55533851235,-1.0639038792431776,47135.8947,52758.12502858909,11.92770470227034,1250.6468,1249.839515332494,-0.0645493729729195,2200.0,2200.0,0.0,4960.8179,0.0,-100.0
LBN,LBN,Highly agricultural economies,1727.0866,1772.6521948450272,2.6382924194436534,983.5587,971.4132185993736,-1.234850690724042,1387.0445,1302.7637983027128,-6.076279578433656,3973.9736,4309.695171271916,8.448007084695172,1486.6227,1439.47561698097,-3.1714222458078893,59.0,59.0,0.0,237.7139,0.0,-100.0
LBR,LBR,High-forest countries,2495.7591,2584.609285725683,3.560046549592181,446.1341,444.58208987384546,-0.34787973529809263,67678.7873,65459.71867524404,-3.2788244489657945,24190.6387,26469.86519072387,9.421935976927601,546.8115,534.224758432569,-2.30184287774324,196.0,196.0,0.0,134.8693,0.0,-100.0
LBY,LBY,Very low-forest countries,18869.9214,19247.319828,2.0000000000000027,0.0,0.0,0.0,2000.0,1940.0,-3.0,51214.4655,57360.20136000001,12.000000000000016,1665.5357,1665.5357,0.0,192.0,192.0,0.0,1554792.077,1548328.9427119999,-0.41569122866067804
LCA,LCA,Small Island States,3.0,3.1332872227328807,4.442907424429357,42.0012,42.61392373505943,1.4588243551599307,211.0,203.58409392912336,-3.514647426955756,184.4061,192.59909230800062,4.44290742442935,98.5926,98.06950280508374,-0.5305643576863384,5.0,5.0,0.0,1.0,0.0,-100.0
LIE,LIE,Small Island States,21.5456,22.48096991377606,4.341350037947705,0.0,0.0,0.0,50.1243,48.315581121484655,-3.6084671078006934,46.3301,48.34145181393121,4.341350037947698,22.0,21.86199715080809,-0.6272856781450448,0.0,0.0,0.0,1.0,0.0,-100.0
LKA,LKA,Highly agricultural economies,26656.014,27828.358759324095,4.398049758392595,10419.8376,10467.61262947126,0.4585007109060766,14888.5741,14223.659969166187,-4.465935598452058,9090.5697,10027.568656768533,10.307373329622383,1441.5862,1419.7998852699254,-1.5112738128371745,1103.0,1103.0,0.0,1470.4183,0.0,-100.0
LSO,LSO,Very low-forest countries,5008.2233,4817.338459495177,-3.811428306418026,0.0,0.0,0.0,355.0207,312.4949625756225,-11.978382506816503,24343.572,24741.153123319433,1.6332078271809602,209.3951,190.01335460976196,-9.256064440017006,27.0,27.0,0.0,144.7888,0.0,-100.0
LTU,LTU,Highly agricultural economies,20358.16,20862.07696761579,2.4752579192608306,1.5864,1.564321548550733,-1.3917329456169392,24245.1361,22735.762055481406,-6.225471526714152,17168.7195,18589.55881108166,8.275744216577488,1705.7582,1649.0378442725857,-3.325228378055826,673.0,673.0,0.0,358.6398,0.0,-100.0
LUX,LUX,Highly agricultural economies,638.2427,647.8753394787398,1.5092439723540507,0.0,0.0,0.0,822.7512,764.2579879308174,-7.109465421525075,870.243,933.3795668160501,7.255050234940132,289.7631,277.48710577439266,-4.236562290232037,0.0,0.0,0.0,2.0,0.0,-100.0
LVA,LVA,High-forest countries,11988.6476,12340.444063726933,2.9344132504731597,17.3221,17.15755663925794,-0.9499042306767572,35591.1682,34216.23071141736,-3.8631423415392137,14995.1114,16308.816535986974,8.760889472198084,439.0488,426.351232229475,-2.892062971251724,822.0,822.0,0.0,277.702,0.0,-100.0
MAC,MAC,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.88,-3.0000000000000027,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.120000000000001,inf
MAR,MAR,Highly agricultural economies,104136.7503,110384.95531800001,6.000000000000007,26056.4228,26577.551256000002,2.0000000000000084,41117.8379,39884.302763,-2.9999999999999973,192184.6081,215246.76107200002,12.000000000000005,2218.1177,2218.1177,0.0,808.0,808.0,0.0,214481.2632,185883.31189099996,-13.333542931595355
MCO,MCO,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,7.6943,7.555888249602112,-1.798886843480087,3.7217,3.8762508785490017,4.152695772066582,2.0,1.983860871848887,-0.8069564075556479,0.0,0.0,0.0,0.0,0.0,0.0
MDA,MDA,Highly agricultural economies,12754.2002,12838.650099294164,0.6621340262023206,4196.7778,4065.148505371946,-3.1364370691260732,4662.4564,4294.837987710198,-7.884650938286568,8817.4933,9378.285051136887,6.359990669194916,2580.0,2450.078356486811,-5.035722616790267,161.0,161.0,0.0,16.0723,0.0,-100.0
MDG,MDG,Highly agricultural economies,42220.8926,41197.00358792239,-2.425076659979501,1140.6207,1070.9612916018048,-6.107149238848216,112484.5636,100437.7593405612,-10.709739962434096,431944.6903,445326.4759276374,3.0980322083235494,177.9431,163.7998522772226,-7.948185528282567,2476.0,2476.0,0.0,227.2897,0.0,-100.0
MDV,MDV,No specific tweak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
MEX,MEX,Highly agricultural economies,217557.0146,229042.0486299491,5.279091575633851,31694.7497,32108.77684203543,1.306295667119369,631491.7265,608381.0287202373,-3.6596992185237562,947702.9035,1054208.4609033875,11.238285438405592,18177.3092,18053.684904390673,-0.6801022871378922,12317.0,12317.0,0.0,95170.2965,0.0,-100.0
MHL,MHL,No specific tweak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
MKD,MKD,Highly agricultural economies,4122.419,4231.771068208275,2.6526189649396468,341.1312,336.9657670987327,-1.2210647695863797,10437.8299,9804.966587539504,-6.063169437743919,9353.6687,10145.283204373853,8.463144566728694,361.427,350.01347277963436,-3.1579066368493955,550.0,550.0,0.0,252.5243,0.0,-100.0
MLI,MLI,No specific tweak,80680.3659,85521.187854,5.999999999999998,25.4654,25.974708,2.000000000000003,77282.1453,74963.680941,-3.0000000000000067,462989.3472,518548.0688640001,12.000000000000014,1206.0768,1206.0768,0.0,2953.0,2953.0,0.0,636052.5995,577971.010933,-9.131570032518985
MLT,MLT,Small Island States,56.8475,59.689875,5.000000000000007,11.4626,11.691852,2.0000000000000058,12.0052,11.645044,-2.999999999999999,16.6112,17.441760000000002,5.000000000000012,129.1841,129.1841,0.0,5.0,5.0,0.0,25.8894,22.34736899999998,-13.681394702078919
MMR,MMR,Highly agricultural economies,122638.3817,129783.48033595861,5.82615208788148,15086.77,15363.267102505522,1.8327123864519839,230093.7791,222824.91588364757,-3.159087240334889,253047.2377,282948.0879031087,11.816311640025733,4028.8564,4022.248774779572,-0.16400746426276105,6785.0,6785.0,0.0,30046.9751,0.0,-100.0
MNE,MNE,High-forest countries,283.0743,292.9731306799953,3.49690193705161,60.0961,59.850522376124836,-0.4086415322710857,8667.5448,8378.239564703732,-3.337799134263116,4134.043,4520.791699353786,9.355217141035688,138.4136,135.1450828863612,-2.3614132669324457,224.0,224.0,0.0,103.8282,0.0,-100.0
MNG,MNG,Highly agricultural economies,15990.0841,16949.489146,5.999999999999999,0.0,0.0,0.0,147922.6942,143485.013374,-2.9999999999999973,839625.788,940380.88256,12.000000000000014,277.5281,277.5281,0.0,13421.0,13421.0,0.0,546661.9057,449385.0869199997,-17.794694996249547
MNP,MNP,Small Island States,1.0918,1.113636,1.999999999999997,0.0,0.0,0.0,162.3962,160.772238,-1.0000000000000036,0.9882,1.03761,4.999999999999996,19.0085,19.0085,0.0,38.0,38.0,0.0,93.5152,95.067916,1.6603888993447096
MOZ,MOZ,Highly agricultural economies,89280.7239,89980.10136619778,0.7833465451972893,21.0,20.365842292435147,-3.0197986074516807,317047.9718,292401.5183487754,-7.773730048262874,370130.4458,394144.7470217786,6.4880642741707195,1339.1731,1273.267420955718,-4.921371183776159,12862.0,12862.0,0.0,0.6854,0.0,-100.0
MRT,MRT,Very low-forest countries,3282.2056,3479.137936,6.00000000000001,0.0,0.0,0.0,1501.341,1456.3007699999998,-3.0000000000000044,317660.4025,355779.65080000006,12.00000000000001,93.5924,93.5924,0.0,399.0,399.0,0.0,716789.4585,678518.3180939999,-5.339244313956395
MSR,MSR,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.25,-3.0,16.0,16.8,5.000000000000004,3.0,3.0,0.0,1.0,1.0,0.0,31.0,30.95,-0.16129032258064746
MUS,MUS,Highly agricultural economies,705.8876,748.240856,5.999999999999998,0.0,0.0,0.0,340.5407,330.324479,-3.0000000000000053,426.354,477.51648,12.000000000000004,13.0,13.0,0.0,43.0,43.0,0.0,285.2176,201.9180849999999,-29.205601267243008
MWI,MWI,Highly agricultural economies,21672.5774,22155.622862483713,2.228832563697361,32272.9865,31747.304980224002,-1.6288592311591525,22850.523,21376.44170818036,-6.450973974729779,19101.6179,20632.683299567958,8.015370255982122,403.2951,388.94704954395826,-3.557705128587412,23776.0,23776.0,0.0,0.0,0.0,0.0
MYS,MYS,No specific tweak,4365.1583,4627.067798,6.0,135577.7159,138289.27021800002,2.000000000000007,135348.5312,131288.07526399998,-3.0000000000000098,18040.4021,20205.250352000003,12.00000000000002,17281.9885,17281.9885,0.0,2388.0,2388.0,0.0,12076.204,10998.347868000079,-8.925454820073599
NAM,NAM,Very low-forest countries,8208.0276,8700.509256,6.0,11.0,11.22,2.0000000000000058,21824.6584,21169.918648,-3.000000000000006,633657.1081,709695.961072,12.000000000000004,315.375,315.375,0.0,309.0,309.0,0.0,161130.8309,85254.01602399998,-47.09019028337923
NCL,NCL,No specific tweak,88.2094,93.29699100710314,5.7676290815980416,110.7796,112.74748637226372,1.776397795500002,8323.0932,8055.702069410337,-3.2126413121225497,8131.8217,9087.674730963065,11.754476010745096,131.8678,131.57872224722976,-0.21921784754900406,171.0,171.0,0.0,695.2283,0.0,-100.0
NER,NER,Very low-forest countries,194278.7526,205935.477756,6.0,0.0,0.0,0.0,3190.3959,3094.684023,-3.0000000000000058,321467.8336,360043.97363200004,12.000000000000007,508.6032,508.6032,0.0,423.0,423.0,0.0,667817.4146,617680.261289,-7.507613939811741
NFK,NFK,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0
NGA,NGA,Highly agricultural economies,468191.844,468384.86141351267,0.04122613753021447,46579.1794,44839.95267970857,-3.733914471433195,139473.2987,127683.84359369978,-8.452840232637467,242875.0367,256728.4759059012,5.703937050975318,9210.6412,8692.866407177855,-5.621484775914897,5940.0,5940.0,0.0,0.0,0.0,0.0
NIC,NIC,Highly agricultural economies,9210.4529,9033.122618871674,-1.9253155415226815,3673.102,3466.4442077969616,-5.6262470305218395,21309.4956,19124.75844557671,-10.252411391770758,83673.0195,86707.07154121302,3.6260816919760233,671.8342,621.6030865416371,-7.476712775021407,9665.0,9665.0,0.0,415.0957,0.0,-100.0
NIU,NIU,Small Island States,0.0,0.0,0.0,15.7871,16.09638488326261,1.959098778512886,148.3429,146.80058147303083,-1.0396982443845675,24.8701,26.10313364370655,4.957895801410321,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
NLD,NLD,Highly agricultural economies,11039.3094,11162.739323707654,1.1180946129443012,4.3111,4.194800207920579,-2.69768254226115,4027.0579,3726.3412178460812,-7.4674039862679535,11654.918,12452.319558053967,6.841760345752474,6756.5844,6445.405100184372,-4.605571119863876,3054.0,3054.0,0.0,308.8192,0.0,-100.0
NPL,NPL,No specific tweak,24542.5388,26015.091128,6.000000000000007,1959.221,1998.40542,2.0000000000000027,61644.4701,59795.135997,-3.0000000000000018,35147.8325,39365.5724,12.000000000000002,521.4012,521.4012,0.0,342.0,342.0,0.0,23373.5363,19493.393755,-16.600579797589287
NRU,NRU,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.300000000000001,5.000000000000012,1.0,1.0,0.0,3.0,3.0,0.0,9.0,8.7,-3.333333333333341
NZL,NZL,No specific tweak,7589.9902,8045.389612000001,6.000000000000009,14.4176,14.705952,1.999999999999998,100827.5136,97802.688192,-3.000000000000004,110986.8123,124305.22977600002,12.000000000000014,3166.1465,3166.1465,0.0,4777.0,4777.0,0.0,33352.1196,22602.83976799999,-32.22967523779211
OMN,OMN,Very low-forest countries,671.694,711.99564,6.0000000000000036,563.2659,574.531218,1.9999999999999962,73.9898,71.770106,-3.0000000000000053,17100.1969,19152.220528,12.000000000000016,984.4422,984.4422,0.0,149.0,149.0,0.0,291793.4112,289692.040308,-0.7201570739236683
PAK,PAK,No specific tweak,310961.0895,329618.75487,6.000000000000001,15011.5515,15311.78253,2.0000000000000058,45003.1426,43653.048321999995,-3.0000000000000093,89294.2768,100009.59001600002,12.000000000000009,5814.2113,5814.2113,0.0,10614.0,10614.0,0.0,397459.7283,369136.61296199996,-7.126033990699546
PAN,PAN,High-forest countries,6175.3097,6327.014341256556,2.4566321144436856,486.6816,479.82106416066233,-1.4096558898749556,38280.4957,36630.846777759514,-4.309371893113926,25654.4687,27772.51808575377,8.256064120921629,1085.0715,1048.7997310695055,-3.3427998920342614,840.0,840.0,0.0,576.9728,0.0,-100.0
PCN,PCN,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.74,-1.000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.26000000000000156,inf
PER,PER,High-forest countries,33754.9082,35780.202692,6.0000000000000036,22742.0767,23196.918234,1.9999999999999967,696846.4109,689877.946791,-1.0000000000000073,319266.8888,357578.9154560001,12.000000000000018,3613.4558,3613.4558,0.0,11696.0,11696.0,0.0,208274.2597,174450.56112700028,-16.239980217296008
PHL,PHL,Highly agricultural economies,93717.1249,97143.91817368934,3.6565283851226447,78387.1984,78187.28068961731,-0.25503872374992365,64472.7646,61155.96476615483,-5.1444976098406245,29677.6421,32504.104838030376,9.523879048431464,7057.7662,6901.7315325081045,-2.2108222781861997,4623.0,4623.0,0.0,2580.5038,0.0,-100.0
PLW,PLW,Small Island States,16.7878,17.627190000000002,5.000000000000009,0.0,0.0,0.0,264.2122,261.57007799999997,-1.0000000000000109,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.8027320000000486,inf
PNG,PNG,High-forest countries,8244.7946,8695.06390038092,5.461255522131745,9994.8809,10142.963606399411,1.4815855024286593,359320.2948,353919.11065989244,-1.5031670123486542,73044.9424,81394.53486086124,11.430760551686383,458.6581,456.3269724659948,-0.508249507422891,3127.0,3127.0,0.0,3544.4292,0.0,-100.0
POL,POL,Highly agricultural economies,98138.7135,100524.72340224916,2.4312626660315484,11.4423,11.27820963716607,-1.4340680006111524,105945.3419,99307.09141574882,-6.265731333914534,85820.0487,92882.4024948064,8.229258665995612,17511.0549,16921.504377558478,-3.3667333339325034,2767.0,2767.0,0.0,2220.3986,0.0,-100.0
PRI,PRI,High-forest countries,229.1301,241.00838631437853,5.184079400470967,94.8655,96.01799141559137,1.2148688570569603,5708.0347,5607.456899569707,-1.762039050503545,979.6886,1088.8052897070997,11.137895215591955,1595.9966,1583.7116329932232,-0.7697364146500498,78.9998,78.9998,0.0,9.2847,0.0,-100.0
PRK,PRK,No specific tweak,22609.8109,23966.399554000003,6.000000000000012,0.0,0.0,0.0,55812.4438,54138.070486,-3.000000000000007,31356.3203,35119.078736,12.000000000000012,1541.715,1541.715,0.0,1290.0,1290.0,0.0,8870.71,5425.736223999998,-38.835378182806124
PRT,PRT,Highly agricultural economies,12545.5539,12892.83688710488,2.7681758005509804,3113.1797,3078.627497004459,-1.1098685692811416,32987.7789,31022.557032329794,-5.95742403157129,36290.7577,39406.40720111939,8.58524235529916,2842.2277,2755.571282441468,-3.0488907541972012,793.0,793.0,0.0,1376.502,0.0,-100.0
PRY,PRY,Highly agricultural economies,63438.5759,63287.220062556706,-0.2385864362432792,2.025,1.943935846376788,-4.003168080158615,115936.7595,105839.94869216661,-8.708895135052822,216914.7787,228646.15037263438,5.408286029629748,454.4856,427.73703679596326,-5.885458902116308,3601.0,3601.0,0.0,1456.3754,0.0,-100.0
PSE,PSE,Very low-forest countries,1363.6417,1431.8637100411552,5.002927824893833,108.9125,110.04579249305023,1.0405531899921814,110.7047,106.3734725967663,-3.912415103634893,3194.4752,3544.158101204669,10.946489777246327,961.6041,952.5589236643584,-0.9406341274586495,169.0,169.0,0.0,405.6618,0.0,-100.0
PYF,PYF,High-forest countries,0.0,0.0,0.0,0.0,0.0,0.0,1293.0,1276.2538884283226,-1.2951362391088457,428.0,477.9309443678868,11.666108497169816,62.0,61.81516720379042,-0.29811741324125257,109.0,109.0,0.0,33.0,0.0,-100.0
QAT,QAT,Very low-forest countries,399.3842,423.347252,6.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,500.0,560.0,12.0,986.3809,986.3809,0.0,42.0,42.0,0.0,8882.2349,8798.271848,-0.9452919557441467
ROU,ROU,Highly agricultural economies,92968.1527,94577.83561201312,1.7314347604683717,221.9796,217.30140810816945,-2.1074873059643995,74784.0151,69619.3264025791,-6.9061398890053765,59970.1401,64461.794363947294,7.489817860117517,5923.2691,5684.742113352341,-4.0269483391807945,1669.0,1669.0,0.0,693.4433,0.0,-100.0
RUS,RUS,High-forest countries,1287053.846,1352178.8404835074,5.060005429136294,950.4298,960.8415391223886,1.0954769223764398,8402112.948,8244328.034092128,-1.877919457693447,6179921.987,6860133.528363791,11.0067981892761,67876.6777,67274.75592145033,-0.8867873310034928,326086.0,326086.0,0.0,586960.1119,0.0,-100.0
RWA,RWA,Highly agricultural economies,9135.9033,9172.828005547424,0.40417137019635824,4877.0096,4711.939149108894,-3.384665285282742,2767.2245,2542.506192738412,-8.12071110463165,6573.7865,6973.96091181824,6.087426353415031,294.3022,278.7657407870359,-5.279083613022306,1760.0,1760.0,0.0,31.7739,0.0,-100.0
SAU,SAU,Very low-forest countries,35479.1777,37607.928362,5.999999999999996,1165.4417,1188.750534,1.9999999999999942,3688.3179,3577.6683629999998,-3.0000000000000067,72059.3442,80706.46550400002,12.00000000000002,4973.6319,4973.6319,0.0,391.0,391.0,0.0,1809634.087,1798945.555737,-0.590645995219922
SDN,SDN,Very low-forest countries,253236.6826,268430.883556,6.000000000000006,0.0,0.0,0.0,27319.4611,26499.877267,-3.0000000000000018,526333.0094,589492.970528,12.00000000000001,1287.0266,1287.0266,0.0,4666.0,4666.0,0.0,1053469.82,975935.2417489999,-7.359924012915732
SEN,SEN,Highly agricultural economies,30075.3125,30162.23418180399,0.2890133953021751,0.0,0.0,0.0,50098.6473,45977.48672501445,-8.226091515619713,111612.4329,118270.95161861517,5.965750002583426,1115.4234,1055.3274745663534,-5.387723211979099,1851.0,1851.0,0.0,2564.1839,0.0,-100.0
SGP,SGP,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,91.9352,89.177144,-2.999999999999996,0.0223,0.023415000000000002,5.000000000000006,360.3678,360.3678,0.0,16.0,16.0,0.0,0.6747,3.431640999999962,408.61731139765266
SHN,SHN,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.85,-3.000000000000007,72.0,75.60000000000001,5.000000000000012,0.0,0.0,0.0,5.0,5.0,0.0,88.0,84.54999999999998,-3.920454545454565
SLB,SLB,High-forest countries,47.5747,48.526194000000004,2.000000000000008,140.3967,143.204634,1.999999999999992,22798.5706,22570.584894,-0.9999999999999978,708.4833,793.501296,12.000000000000005,23.9747,23.9747,0.0,288.0,288.0,0.0,44.0,183.20828200000034,316.38245909090983
SLE,SLE,Highly agricultural economies,7798.5073,7725.059029277807,-0.9418247351283909,303.7539,289.53861514018917,-4.679869084746178,19135.6427,17345.99615972721,-9.352424521768436,43875.5152,45922.414070380335,4.665241789298314,328.5056,306.99212547445103,-6.548891259555084,237.0,237.0,0.0,148.0753,0.0,-100.0
SLV,SLV,Highly agricultural economies,3685.2621,3697.33033438114,0.3274728921218378,1434.9445,1385.3173823958332,-3.4584694811657783,4833.0965,4437.222522132982,-8.190897447775312,9229.7201,9784.09275764884,6.006386452053284,758.6349,718.0370034412034,-5.351440667809588,329.0,329.0,0.0,80.3419,0.0,-100.0
SMR,SMR,Small Island States,30.1522,31.151382246063953,3.313795497721402,0.0,0.0,0.0,10.0,9.544226822170453,-4.557731778295473,9.2702,9.57739547022977,3.313795497721407,17.0,16.726995461535846,-1.6059090497891382,0.0,0.0,0.0,0.5776,0.0,-100.0
SOM,SOM,Very low-forest countries,11096.411,11506.244146135017,3.6933847001072433,0.0,0.0,0.0,3788.0877,3594.4872273512174,-5.1107706046188595,418042.6916,458019.3682838183,9.562821569924624,249.3257,243.90024269550497,-2.1760521697101582,267.0,267.0,0.0,40187.4839,0.0,-100.0
SPM,SPM,Small Island States,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.58637884653238,-5.1702644183452495,133.0,136.52549045338233,2.6507447017912273,5.0,4.888130700085297,-2.237385998294066,13.0,13.0,0.0,3.0,0.0,-100.0
SRB,SRB,Highly agricultural economies,21762.2162,22291.825454676222,2.433618202342016,3446.2401,3396.8967876390657,-1.4318013524633502,26472.3442,24814.228856062917,-6.2635757959700555,21738.2162,23527.65127609866,8.231747534550053,3128.6618,3023.397625523133,-3.3645111298660373,608.0,608.0,0.0,506.3215,0.0,-100.0
SSD,SSD,Highly agricultural economies,10835.8267,10413.969673356398,-3.8931688215685636,112.1432,103.71020888691747,-7.519841696226363,64109.3926,56382.17032465265,-12.053182789548606,549316.4136,557813.4623060775,1.5468404904181268,274.2872,248.68748702645902,-9.333178133555252,409.0,409.0,0.0,313.9367,0.0,-100.0
